FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
47,Tennessee,1999,5,"4,311,244   ","2,843,291   ",66.0,"2,731,099   ",63.3,"112,192   ",3.9
48,Texas,1999,5,"14,886,953   ","10,242,502   ",68.8,"9,763,252   ",65.6,"479,250   ",4.7
49,Utah,1999,5,"1,549,671   ","1,122,560   ",72.4,"1,082,031   ",69.8,"40,529   ",3.6
50,Vermont,1999,5,"467,754   ","338,784   ",72.4,"328,191   ",70.2,"10,593   ",3.1
51,Virginia,1999,5,"5,230,424   ","3,544,632   ",67.8,"3,449,315   ",65.9,"95,317   ",2.7
53,Washington,1999,5,"4,401,482   ","3,059,358   ",69.5,"2,911,396   ",66.1,"147,962   ",4.8
54,West Virginia,1999,5,"1,432,043   ","798,872   ",55.8,"745,994   ",52.1,"52,878   ",6.6
55,Wisconsin,1999,5,"4,041,470   ","2,949,497   ",73.0,"2,861,261   ",70.8,"88,236   ",3.0
56,Wyoming,1999,5,"369,427   ","263,572   ",71.3,"250,743   ",67.9,"12,829   ",4.9
1,Alabama,1999,6,"3,360,438   ","2,150,499   ",64.0,"2,047,450   ",60.9,"103,049   ",4.8
2,Alaska,1999,6,"433,017   ","317,958   ",73.4,"297,314   ",68.7,"20,644   ",6.5
4,Arizona,1999,6,"3,763,352   ","2,486,175   ",66.1,"2,371,025   ",63.0,"115,150   ",4.6
5,Arkansas,1999,6,"2,002,942   ","1,255,837   ",62.7,"1,198,611   ",59.8,"57,226   ",4.6
6,California,1999,6,"24,691,434   ","16,423,832   ",66.5,"15,557,372   ",63.0,"866,460   ",5.3
8,Colorado,1999,6,"3,188,435   ","2,338,146   ",73.3,"2,266,537   ",71.1,"71,609   ",3.1
9,Connecticut,1999,6,"2,581,791   ","1,740,207   ",67.4,"1,697,201   ",65.7,"43,006   ",2.5
10,Delaware,1999,6,"588,672   ","398,952   ",67.8,"385,868   ",65.5,"13,084   ",3.3
11,District of Columbia,1999,6,"456,679   ","306,263   ",67.1,"285,873   ",62.6,"20,390   ",6.7
12,Florida,1999,6,"12,269,495   ","7,693,780   ",62.7,"7,389,066   ",60.2,"304,714   ",4.0
13,Georgia,1999,6,"5,969,240   ","4,126,138   ",69.1,"3,968,809   ",66.5,"157,329   ",3.8
15,Hawaii,1999,6,"898,952   ","603,524   ",67.1,"571,680   ",63.6,"31,844   ",5.3
16,Idaho,1999,6,"933,014   ","652,947   ",70.0,"619,482   ",66.4,"33,465   ",5.1
17,Illinois,1999,6,"9,295,376   ","6,466,707   ",69.6,"6,171,178   ",66.4,"295,529   ",4.6
18,Indiana,1999,6,"4,566,682   ","3,116,455   ",68.2,"3,026,200   ",66.3,"90,255   ",2.9
19,Iowa,1999,6,"2,223,403   ","1,596,850   ",71.8,"1,553,110   ",69.9,"43,740   ",2.7
20,Kansas,1999,6,"1,989,347   ","1,405,585   ",70.7,"1,356,314   ",68.2,"49,271   ",3.5
21,Kentucky,1999,6,"3,060,675   ","1,949,843   ",63.7,"1,859,917   ",60.8,"89,926   ",4.6
22,Louisiana,1999,6,"3,280,428   ","2,022,019   ",61.6,"1,922,532   ",58.6,"99,487   ",4.9
23,Maine,1999,6,"983,359   ","667,214   ",67.9,"639,973   ",65.1,"27,241   ",4.1
24,Maryland,1999,6,"3,952,013   ","2,768,889   ",70.1,"2,672,943   ",67.6,"95,946   ",3.5
25,Massachusetts,1999,6,"4,892,868   ","3,362,703   ",68.7,"3,250,245   ",66.4,"112,458   ",3.3
26,Michigan,1999,6,"7,467,773   ","5,095,342   ",68.2,"4,905,256   ",65.7,"190,086   ",3.7
27,Minnesota,1999,6,"3,675,097   ","2,746,084   ",74.7,"2,670,074   ",72.7,"76,010   ",2.8
28,Mississippi,1999,6,"2,083,616   ","1,279,277   ",61.4,"1,214,587   ",58.3,"64,690   ",5.1
29,Missouri,1999,6,"4,199,297   ","2,947,220   ",70.2,"2,847,628   ",67.8,"99,592   ",3.4
30,Montana,1999,6,"680,155   ","466,581   ",68.6,"441,612   ",64.9,"24,969   ",5.4
31,Nebraska,1999,6,"1,274,788   ","928,428   ",72.8,"902,880   ",70.8,"25,548   ",2.8
32,Nevada,1999,6,"1,466,520   ","1,022,457   ",69.7,"980,739   ",66.9,"41,718   ",4.1
33,New Hampshire,1999,6,"933,912   ","674,192   ",72.2,"656,212   ",70.3,"17,980   ",2.7
34,New Jersey,1999,6,"6,396,319   ","4,288,788   ",67.1,"4,089,046   ",63.9,"199,742   ",4.7
35,New Mexico,1999,6,"1,329,195   ","835,662   ",62.9,"788,224   ",59.3,"47,438   ",5.7
36,New York,1999,6,"14,468,221   ","9,114,041   ",63.0,"8,630,426   ",59.7,"483,615   ",5.3
37,North Carolina,1999,6,"6,036,528   ","4,038,489   ",66.9,"3,905,805   ",64.7,"132,684   ",3.3
38,North Dakota,1999,6,"485,206   ","342,235   ",70.5,"331,279   ",68.3,"10,956   ",3.2
39,Ohio,1999,6,"8,594,949   ","5,754,854   ",67.0,"5,501,339   ",64.0,"253,515   ",4.4
40,Oklahoma,1999,6,"2,560,522   ","1,655,612   ",64.7,"1,598,610   ",62.4,"57,002   ",3.4
41,Oregon,1999,6,"2,612,837   ","1,780,774   ",68.2,"1,681,820   ",64.4,"98,954   ",5.6
42,Pennsylvania,1999,6,"9,463,542   ","6,101,749   ",64.5,"5,824,846   ",61.6,"276,903   ",4.5
44,Rhode Island,1999,6,"805,662   ","539,271   ",66.9,"516,890   ",64.2,"22,381   ",4.2
45,South Carolina,1999,6,"2,987,488   ","1,959,647   ",65.6,"1,878,786   ",62.9,"80,861   ",4.1
46,South Dakota,1999,6,"556,127   ","402,867   ",72.4,"391,616   ",70.4,"11,251   ",2.8
47,Tennessee,1999,6,"4,314,839   ","2,846,014   ",66.0,"2,734,705   ",63.4,"111,309   ",3.9
48,Texas,1999,6,"14,910,554   ","10,256,398   ",68.8,"9,774,929   ",65.6,"481,469   ",4.7
49,Utah,1999,6,"1,552,120   ","1,123,698   ",72.4,"1,083,244   ",69.8,"40,454   ",3.6
50,Vermont,1999,6,"467,778   ","338,858   ",72.4,"328,373   ",70.2,"10,485   ",3.1
51,Virginia,1999,6,"5,236,552   ","3,550,388   ",67.8,"3,453,816   ",66.0,"96,572   ",2.7
53,Washington,1999,6,"4,405,725   ","3,061,314   ",69.5,"2,912,278   ",66.1,"149,036   ",4.9
54,West Virginia,1999,6,"1,431,920   ","799,576   ",55.8,"746,898   ",52.2,"52,678   ",6.6
55,Wisconsin,1999,6,"4,043,926   ","2,952,013   ",73.0,"2,863,548   ",70.8,"88,465   ",3.0
56,Wyoming,1999,6,"369,449   ","263,765   ",71.4,"251,005   ",67.9,"12,760   ",4.8
1,Alabama,1999,7,"3,362,240   ","2,150,635   ",64.0,"2,047,462   ",60.9,"103,173   ",4.8
2,Alaska,1999,7,"433,008   ","318,123   ",73.5,"297,644   ",68.7,"20,479   ",6.4
4,Arizona,1999,7,"3,771,136   ","2,488,302   ",66.0,"2,374,361   ",63.0,"113,941   ",4.6
5,Arkansas,1999,7,"2,004,354   ","1,257,269   ",62.7,"1,199,867   ",59.9,"57,402   ",4.6
6,California,1999,7,"24,728,526   ","16,452,009   ",66.5,"15,592,715   ",63.1,"859,294   ",5.2
8,Colorado,1999,7,"3,195,413   ","2,340,426   ",73.2,"2,268,208   ",71.0,"72,218   ",3.1
9,Connecticut,1999,7,"2,582,254   ","1,741,333   ",67.4,"1,698,865   ",65.8,"42,468   ",2.4
10,Delaware,1999,7,"589,748   ","399,788   ",67.8,"386,623   ",65.6,"13,165   ",3.3
11,District of Columbia,1999,7,"457,045   ","307,297   ",67.2,"287,289   ",62.9,"20,008   ",6.5
12,Florida,1999,7,"12,287,850   ","7,703,110   ",62.7,"7,400,015   ",60.2,"303,095   ",3.9
13,Georgia,1999,7,"5,979,251   ","4,134,702   ",69.2,"3,977,754   ",66.5,"156,948   ",3.8
15,Hawaii,1999,7,"899,083   ","604,114   ",67.2,"572,659   ",63.7,"31,455   ",5.2
16,Idaho,1999,7,"934,014   ","653,033   ",69.9,"619,780   ",66.4,"33,253   ",5.1
17,Illinois,1999,7,"9,300,625   ","6,479,976   ",69.7,"6,180,454   ",66.5,"299,522   ",4.6
18,Indiana,1999,7,"4,569,249   ","3,116,764   ",68.2,"3,024,386   ",66.2,"92,378   ",3.0
19,Iowa,1999,7,"2,224,732   ","1,595,320   ",71.7,"1,551,668   ",69.7,"43,652   ",2.7
20,Kansas,1999,7,"1,990,359   ","1,406,323   ",70.7,"1,356,755   ",68.2,"49,568   ",3.5
21,Kentucky,1999,7,"3,062,725   ","1,951,098   ",63.7,"1,861,696   ",60.8,"89,402   ",4.6
22,Louisiana,1999,7,"3,281,449   ","2,024,641   ",61.7,"1,924,376   ",58.6,"100,265   ",5.0
23,Maine,1999,7,"984,336   ","669,229   ",68.0,"641,889   ",65.2,"27,340   ",4.1
24,Maryland,1999,7,"3,954,837   ","2,771,230   ",70.1,"2,676,266   ",67.7,"94,964   ",3.4
25,Massachusetts,1999,7,"4,895,858   ","3,361,620   ",68.7,"3,249,120   ",66.4,"112,500   ",3.3
26,Michigan,1999,7,"7,471,473   ","5,104,568   ",68.3,"4,916,811   ",65.8,"187,757   ",3.7
27,Minnesota,1999,7,"3,679,782   ","2,751,047   ",74.8,"2,673,677   ",72.7,"77,370   ",2.8
28,Mississippi,1999,7,"2,084,717   ","1,282,566   ",61.5,"1,216,887   ",58.4,"65,679   ",5.1
29,Missouri,1999,7,"4,201,879   ","2,949,738   ",70.2,"2,851,116   ",67.9,"98,622   ",3.3
30,Montana,1999,7,"681,121   ","466,721   ",68.5,"441,825   ",64.9,"24,896   ",5.3
31,Nebraska,1999,7,"1,276,032   ","929,688   ",72.9,"903,964   ",70.8,"25,724   ",2.8
32,Nevada,1999,7,"1,471,446   ","1,026,078   ",69.7,"983,909   ",66.9,"42,169   ",4.1
33,New Hampshire,1999,7,"935,008   ","674,511   ",72.1,"656,548   ",70.2,"17,963   ",2.7
34,New Jersey,1999,7,"6,400,497   ","4,291,225   ",67.0,"4,092,717   ",63.9,"198,508   ",4.6
35,New Mexico,1999,7,"1,330,407   ","836,443   ",62.9,"789,240   ",59.3,"47,203   ",5.6
36,New York,1999,7,"14,475,301   ","9,124,845   ",63.0,"8,642,160   ",59.7,"482,685   ",5.3
37,North Carolina,1999,7,"6,045,015   ","4,048,525   ",67.0,"3,913,030   ",64.7,"135,495   ",3.3
38,North Dakota,1999,7,"485,278   ","342,278   ",70.5,"331,414   ",68.3,"10,864   ",3.2
39,Ohio,1999,7,"8,596,878   ","5,762,936   ",67.0,"5,508,848   ",64.1,"254,088   ",4.4
40,Oklahoma,1999,7,"2,563,711   ","1,656,970   ",64.6,"1,601,156   ",62.5,"55,814   ",3.4
41,Oregon,1999,7,"2,615,107   ","1,782,000   ",68.1,"1,682,950   ",64.4,"99,050   ",5.6
42,Pennsylvania,1999,7,"9,466,152   ","6,101,861   ",64.5,"5,823,324   ",61.5,"278,537   ",4.6
44,Rhode Island,1999,7,"806,150   ","540,366   ",67.0,"517,300   ",64.2,"23,066   ",4.3
45,South Carolina,1999,7,"2,991,466   ","1,957,988   ",65.5,"1,876,263   ",62.7,"81,725   ",4.2
46,South Dakota,1999,7,"556,216   ","403,517   ",72.5,"392,297   ",70.5,"11,220   ",2.8
47,Tennessee,1999,7,"4,318,434   ","2,848,129   ",66.0,"2,736,973   ",63.4,"111,156   ",3.9
48,Texas,1999,7,"14,935,156   ","10,270,498   ",68.8,"9,786,452   ",65.5,"484,046   ",4.7
49,Utah,1999,7,"1,554,568   ","1,124,768   ",72.4,"1,084,513   ",69.8,"40,255   ",3.6
50,Vermont,1999,7,"468,803   ","339,024   ",72.3,"328,649   ",70.1,"10,375   ",3.1
51,Virginia,1999,7,"5,242,679   ","3,556,857   ",67.8,"3,459,202   ",66.0,"97,655   ",2.7
53,Washington,1999,7,"4,410,968   ","3,063,373   ",69.4,"2,913,910   ",66.1,"149,463   ",4.9
54,West Virginia,1999,7,"1,431,796   ","800,282   ",55.9,"747,907   ",52.2,"52,375   ",6.5
55,Wisconsin,1999,7,"4,047,381   ","2,955,960   ",73.0,"2,866,529   ",70.8,"89,431   ",3.0
56,Wyoming,1999,7,"369,470   ","263,940   ",71.4,"251,287   ",68.0,"12,653   ",4.8
1,Alabama,1999,8,"3,364,042   ","2,150,575   ",63.9,"2,047,648   ",60.9,"102,927   ",4.8
2,Alaska,1999,8,"434,000   ","318,383   ",73.4,"298,066   ",68.7,"20,317   ",6.4
4,Arizona,1999,8,"3,777,920   ","2,489,693   ",65.9,"2,377,601   ",62.9,"112,092   ",4.5
5,Arkansas,1999,8,"2,006,766   ","1,258,654   ",62.7,"1,201,406   ",59.9,"57,248   ",4.5
6,California,1999,8,"24,764,617   ","16,479,001   ",66.5,"15,626,585   ",63.1,"852,416   ",5.2
8,Colorado,1999,8,"3,202,390   ","2,341,976   ",73.1,"2,269,818   ",70.9,"72,158   ",3.1
9,Connecticut,1999,8,"2,583,717   ","1,742,915   ",67.5,"1,700,976   ",65.8,"41,939   ",2.4
10,Delaware,1999,8,"590,824   ","400,723   ",67.8,"387,464   ",65.6,"13,259   ",3.3
11,District of Columbia,1999,8,"457,410   ","308,022   ",67.3,"288,429   ",63.1,"19,593   ",6.4
12,Florida,1999,8,"12,308,205   ","7,712,683   ",62.7,"7,411,469   ",60.2,"301,214   ",3.9
13,Georgia,1999,8,"5,989,261   ","4,142,038   ",69.2,"3,985,368   ",66.5,"156,670   ",3.8
15,Hawaii,1999,8,"900,215   ","604,492   ",67.1,"573,534   ",63.7,"30,958   ",5.1
16,Idaho,1999,8,"936,015   ","653,243   ",69.8,"620,377   ",66.3,"32,866   ",5.0
17,Illinois,1999,8,"9,306,874   ","6,489,669   ",69.7,"6,190,525   ",66.5,"299,144   ",4.6
18,Indiana,1999,8,"4,572,817   ","3,117,962   ",68.2,"3,023,630   ",66.1,"94,332   ",3.0
19,Iowa,1999,8,"2,226,060   ","1,593,056   ",71.6,"1,550,060   ",69.6,"42,996   ",2.7
20,Kansas,1999,8,"1,991,371   ","1,407,132   ",70.7,"1,357,409   ",68.2,"49,723   ",3.5
21,Kentucky,1999,8,"3,065,775   ","1,951,368   ",63.7,"1,863,124   ",60.8,"88,244   ",4.5
22,Louisiana,1999,8,"3,282,470   ","2,027,324   ",61.8,"1,926,493   ",58.7,"100,831   ",5.0
23,Maine,1999,8,"985,313   ","671,315   ",68.1,"643,970   ",65.4,"27,345   ",4.1
24,Maryland,1999,8,"3,958,662   ","2,773,197   ",70.1,"2,679,215   ",67.7,"93,982   ",3.4
25,Massachusetts,1999,8,"4,898,848   ","3,359,688   ",68.6,"3,247,524   ",66.3,"112,164   ",3.3
26,Michigan,1999,8,"7,475,173   ","5,114,309   ",68.4,"4,927,303   ",65.9,"187,006   ",3.7
27,Minnesota,1999,8,"3,685,467   ","2,754,900   ",74.8,"2,677,095   ",72.6,"77,805   ",2.8
28,Mississippi,1999,8,"2,086,819   ","1,286,184   ",61.6,"1,219,657   ",58.4,"66,527   ",5.2
29,Missouri,1999,8,"4,205,460   ","2,951,407   ",70.2,"2,855,064   ",67.9,"96,343   ",3.3
30,Montana,1999,8,"681,087   ","466,835   ",68.5,"442,088   ",64.9,"24,747   ",5.3
31,Nebraska,1999,8,"1,276,276   ","930,926   ",72.9,"905,179   ",70.9,"25,747   ",2.8
32,Nevada,1999,8,"1,476,371   ","1,029,422   ",69.7,"987,214   ",66.9,"42,208   ",4.1
33,New Hampshire,1999,8,"937,104   ","675,091   ",72.0,"656,979   ",70.1,"18,112   ",2.7
34,New Jersey,1999,8,"6,404,675   ","4,291,967   ",67.0,"4,097,336   ",64.0,"194,631   ",4.5
35,New Mexico,1999,8,"1,331,619   ","837,193   ",62.9,"790,312   ",59.3,"46,881   ",5.6
36,New York,1999,8,"14,483,382   ","9,132,508   ",63.1,"8,654,051   ",59.8,"478,457   ",5.2
37,North Carolina,1999,8,"6,052,502   ","4,058,998   ",67.1,"3,921,328   ",64.8,"137,670   ",3.4
38,North Dakota,1999,8,"485,350   ","342,361   ",70.5,"331,616   ",68.3,"10,745   ",3.1
39,Ohio,1999,8,"8,598,808   ","5,770,475   ",67.1,"5,517,274   ",64.2,"253,201   ",4.4
40,Oklahoma,1999,8,"2,564,900   ","1,658,153   ",64.6,"1,603,162   ",62.5,"54,991   ",3.3
41,Oregon,1999,8,"2,617,378   ","1,784,932   ",68.2,"1,686,307   ",64.4,"98,625   ",5.5
42,Pennsylvania,1999,8,"9,469,762   ","6,099,773   ",64.4,"5,821,493   ",61.5,"278,280   ",4.6
44,Rhode Island,1999,8,"806,638   ","541,426   ",67.1,"517,809   ",64.2,"23,617   ",4.4
45,South Carolina,1999,8,"2,995,444   ","1,956,327   ",65.3,"1,873,522   ",62.5,"82,805   ",4.2
46,South Dakota,1999,8,"557,305   ","404,160   ",72.5,"393,064   ",70.5,"11,096   ",2.7
47,Tennessee,1999,8,"4,323,029   ","2,848,550   ",65.9,"2,737,172   ",63.3,"111,378   ",3.9
48,Texas,1999,8,"14,959,757   ","10,283,849   ",68.7,"9,797,733   ",65.5,"486,116   ",4.7
49,Utah,1999,8,"1,558,017   ","1,125,649   ",72.2,"1,085,871   ",69.7,"39,778   ",3.5
50,Vermont,1999,8,"468,827   ","339,285   ",72.4,"329,027   ",70.2,"10,258   ",3.0
51,Virginia,1999,8,"5,248,807   ","3,563,126   ",67.9,"3,464,757   ",66.0,"98,369   ",2.8
53,Washington,1999,8,"4,416,211   ","3,064,877   ",69.4,"2,915,924   ",66.0,"148,953   ",4.9
54,West Virginia,1999,8,"1,431,673   ","800,691   ",55.9,"748,796   ",52.3,"51,895   ",6.5
55,Wisconsin,1999,8,"4,050,837   ","2,960,130   ",73.1,"2,869,519   ",70.8,"90,611   ",3.1
56,Wyoming,1999,8,"370,492   ","264,097   ",71.3,"251,603   ",67.9,"12,494   ",4.7
1,Alabama,1999,9,"3,365,844   ","2,150,783   ",63.9,"2,048,264   ",60.9,"102,519   ",4.8
2,Alaska,1999,9,"433,991   ","318,651   ",73.4,"298,501   ",68.8,"20,150   ",6.3
4,Arizona,1999,9,"3,785,703   ","2,490,777   ",65.8,"2,380,802   ",62.9,"109,975   ",4.4
5,Arkansas,1999,9,"2,009,177   ","1,259,956   ",62.7,"1,203,202   ",59.9,"56,754   ",4.5
6,California,1999,9,"24,802,709   ","16,506,538   ",66.6,"15,661,301   ",63.1,"845,237   ",5.1
8,Colorado,1999,9,"3,208,368   ","2,342,993   ",73.0,"2,271,583   ",70.8,"71,410   ",3.0
9,Connecticut,1999,9,"2,585,180   ","1,745,152   ",67.5,"1,703,728   ",65.9,"41,424   ",2.4
10,Delaware,1999,9,"590,900   ","401,689   ",68.0,"388,329   ",65.7,"13,360   ",3.3
11,District of Columbia,1999,9,"457,776   ","308,384   ",67.4,"289,240   ",63.2,"19,144   ",6.2
12,Florida,1999,9,"12,329,561   ","7,724,791   ",62.7,"7,426,068   ",60.2,"298,723   ",3.9
13,Georgia,1999,9,"6,000,272   ","4,147,774   ",69.1,"3,991,865   ",66.5,"155,909   ",3.8
15,Hawaii,1999,9,"900,346   ","604,728   ",67.2,"574,375   ",63.8,"30,353   ",5.0
16,Idaho,1999,9,"938,015   ","653,571   ",69.7,"621,221   ",66.2,"32,350   ",4.9
17,Illinois,1999,9,"9,313,123   ","6,497,136   ",69.8,"6,202,076   ",66.6,"295,060   ",4.5
18,Indiana,1999,9,"4,576,384   ","3,120,249   ",68.2,"3,024,545   ",66.1,"95,704   ",3.1
19,Iowa,1999,9,"2,226,388   ","1,590,903   ",71.5,"1,548,920   ",69.6,"41,983   ",2.6
20,Kansas,1999,9,"1,992,382   ","1,407,813   ",70.7,"1,358,048   ",68.2,"49,765   ",3.5
21,Kentucky,1999,9,"3,067,824   ","1,951,091   ",63.6,"1,864,529   ",60.8,"86,562   ",4.4
22,Louisiana,1999,9,"3,284,491   ","2,029,205   ",61.8,"1,928,384   ",58.7,"100,821   ",5.0
23,Maine,1999,9,"986,289   ","673,444   ",68.3,"646,215   ",65.5,"27,229   ",4.0
24,Maryland,1999,9,"3,962,487   ","2,774,786   ",70.0,"2,681,730   ",67.7,"93,056   ",3.4
25,Massachusetts,1999,9,"4,902,838   ","3,357,704   ",68.5,"3,246,334   ",66.2,"111,370   ",3.3
26,Michigan,1999,9,"7,479,872   ","5,123,995   ",68.5,"4,937,539   ",66.0,"186,456   ",3.6
27,Minnesota,1999,9,"3,690,152   ","2,757,917   ",74.7,"2,680,302   ",72.6,"77,615   ",2.8
28,Mississippi,1999,9,"2,087,921   ","1,290,148   ",61.8,"1,222,810   ",58.6,"67,338   ",5.2
29,Missouri,1999,9,"4,210,042   ","2,952,481   ",70.1,"2,859,131   ",67.9,"93,350   ",3.2
30,Montana,1999,9,"682,053   ","467,009   ",68.5,"442,505   ",64.9,"24,504   ",5.2
31,Nebraska,1999,9,"1,277,519   ","932,119   ",73.0,"906,424   ",71.0,"25,695   ",2.8
32,Nevada,1999,9,"1,481,297   ","1,032,666   ",69.7,"990,777   ",66.9,"41,889   ",4.1
33,New Hampshire,1999,9,"938,200   ","676,020   ",72.1,"657,630   ",70.1,"18,390   ",2.7
34,New Jersey,1999,9,"6,408,854   ","4,291,484   ",67.0,"4,102,676   ",64.0,"188,808   ",4.4
35,New Mexico,1999,9,"1,333,832   ","837,804   ",62.8,"791,429   ",59.3,"46,375   ",5.5
36,New York,1999,9,"14,492,463   ","9,136,158   ",63.0,"8,665,640   ",59.8,"470,518   ",5.2
37,North Carolina,1999,9,"6,059,989   ","4,067,961   ",67.1,"3,929,109   ",64.8,"138,852   ",3.4
38,North Dakota,1999,9,"485,422   ","342,402   ",70.5,"331,791   ",68.4,"10,611   ",3.1
39,Ohio,1999,9,"8,601,737   ","5,777,699   ",67.2,"5,526,559   ",64.2,"251,140   ",4.3
40,Oklahoma,1999,9,"2,567,088   ","1,658,881   ",64.6,"1,604,482   ",62.5,"54,399   ",3.3
41,Oregon,1999,9,"2,620,648   ","1,788,993   ",68.3,"1,691,540   ",64.5,"97,453   ",5.4
42,Pennsylvania,1999,9,"9,473,372   ","6,096,878   ",64.4,"5,821,076   ",61.4,"275,802   ",4.5
44,Rhode Island,1999,9,"808,126   ","542,403   ",67.1,"518,500   ",64.2,"23,903   ",4.4
45,South Carolina,1999,9,"2,998,422   ","1,954,697   ",65.2,"1,871,067   ",62.4,"83,630   ",4.3
46,South Dakota,1999,9,"557,393   ","404,782   ",72.6,"393,877   ",70.7,"10,905   ",2.7
47,Tennessee,1999,9,"4,326,624   ","2,847,159   ",65.8,"2,735,716   ",63.2,"111,443   ",3.9
48,Texas,1999,9,"14,986,358   ","10,298,131   ",68.7,"9,810,408   ",65.5,"487,723   ",4.7
49,Utah,1999,9,"1,560,465   ","1,126,407   ",72.2,"1,087,445   ",69.7,"38,962   ",3.5
50,Vermont,1999,9,"469,851   ","339,634   ",72.3,"329,503   ",70.1,"10,131   ",3.0
51,Virginia,1999,9,"5,255,935   ","3,568,909   ",67.9,"3,470,304   ",66.0,"98,605   ",2.8
53,Washington,1999,9,"4,421,455   ","3,065,841   ",69.3,"2,917,999   ",66.0,"147,842   ",4.8
54,West Virginia,1999,9,"1,432,549   ","800,724   ",55.9,"749,502   ",52.3,"51,222   ",6.4
55,Wisconsin,1999,9,"4,055,292   ","2,963,806   ",73.1,"2,872,367   ",70.8,"91,439   ",3.1
56,Wyoming,1999,9,"370,513   ","264,244   ",71.3,"251,989   ",68.0,"12,255   ",4.6
1,Alabama,1999,10,"3,366,646   ","2,151,556   ",63.9,"2,049,394   ",60.9,"102,162   ",4.7
2,Alaska,1999,10,"433,983   ","318,904   ",73.5,"298,925   ",68.9,"19,979   ",6.3
4,Arizona,1999,10,"3,793,487   ","2,492,121   ",65.7,"2,384,179   ",62.8,"107,942   ",4.3
5,Arkansas,1999,10,"2,011,589   ","1,261,451   ",62.7,"1,205,287   ",59.9,"56,164   ",4.5
6,California,1999,10,"24,839,800   ","16,537,657   ",66.6,"15,698,952   ",63.2,"838,705   ",5.1
8,Colorado,1999,10,"3,215,345   ","2,344,163   ",72.9,"2,273,941   ",70.7,"70,222   ",3.0
9,Connecticut,1999,10,"2,586,643   ","1,748,276   ",67.6,"1,707,325   ",66.0,"40,951   ",2.3
10,Delaware,1999,10,"591,976   ","402,673   ",68.0,"389,210   ",65.7,"13,463   ",3.3
11,District of Columbia,1999,10,"458,141   ","308,494   ",67.3,"289,789   ",63.3,"18,705   ",6.1
12,Florida,1999,10,"12,349,916   ","7,741,854   ",62.7,"7,445,756   ",60.3,"296,098   ",3.8
13,Georgia,1999,10,"6,011,283   ","4,152,731   ",69.1,"3,998,280   ",66.5,"154,451   ",3.7
15,Hawaii,1999,10,"901,477   ","604,953   ",67.1,"575,269   ",63.8,"29,684   ",4.9
16,Idaho,1999,10,"939,015   ","654,015   ",69.6,"622,249   ",66.3,"31,766   ",4.9
17,Illinois,1999,10,"9,318,372   ","6,503,959   ",69.8,"6,214,182   ",66.7,"289,777   ",4.5
18,Indiana,1999,10,"4,578,952   ","3,123,749   ",68.2,"3,027,164   ",66.1,"96,585   ",3.1
19,Iowa,1999,10,"2,227,716   ","1,589,927   ",71.4,"1,548,936   ",69.5,"40,991   ",2.6
20,Kansas,1999,10,"1,994,394   ","1,408,185   ",70.6,"1,358,399   ",68.1,"49,786   ",3.5
21,Kentucky,1999,10,"3,070,874   ","1,951,127   ",63.5,"1,866,357   ",60.8,"84,770   ",4.3
22,Louisiana,1999,10,"3,285,513   ","2,030,143   ",61.8,"1,929,745   ",58.7,"100,398   ",4.9
23,Maine,1999,10,"987,266   ","675,553   ",68.4,"648,577   ",65.7,"26,976   ",4.0
24,Maryland,1999,10,"3,966,311   ","2,776,264   ",70.0,"2,683,972   ",67.7,"92,292   ",3.3
25,Massachusetts,1999,10,"4,906,828   ","3,356,051   ",68.4,"3,245,871   ",66.2,"110,180   ",3.3
26,Michigan,1999,10,"7,484,572   ","5,132,672   ",68.6,"4,948,091   ",66.1,"184,581   ",3.6
27,Minnesota,1999,10,"3,695,837   ","2,760,997   ",74.7,"2,683,520   ",72.6,"77,477   ",2.8
28,Mississippi,1999,10,"2,090,023   ","1,294,379   ",61.9,"1,226,127   ",58.7,"68,252   ",5.3
29,Missouri,1999,10,"4,213,623   ","2,953,499   ",70.1,"2,862,854   ",67.9,"90,645   ",3.1
30,Montana,1999,10,"683,020   ","467,390   ",68.4,"443,189   ",64.9,"24,201   ",5.2
31,Nebraska,1999,10,"1,278,763   ","933,259   ",73.0,"907,636   ",71.0,"25,623   ",2.7
32,Nevada,1999,10,"1,485,222   ","1,036,115   ",69.8,"994,672   ",67.0,"41,443   ",4.0
33,New Hampshire,1999,10,"939,295   ","677,269   ",72.1,"658,564   ",70.1,"18,705   ",2.8
34,New Jersey,1999,10,"6,413,032   ","4,290,901   ",66.9,"4,108,776   ",64.1,"182,125   ",4.2
35,New Mexico,1999,10,"1,335,044   ","838,349   ",62.8,"792,664   ",59.4,"45,685   ",5.4
36,New York,1999,10,"14,500,544   ","9,137,212   ",63.0,"8,677,224   ",59.8,"459,988   ",5.0
37,North Carolina,1999,10,"6,067,476   ","4,074,754   ",67.2,"3,935,625   ",64.9,"139,129   ",3.4
38,North Dakota,1999,10,"485,494   ","342,405   ",70.5,"331,917   ",68.4,"10,488   ",3.1
39,Ohio,1999,10,"8,604,667   ","5,784,427   ",67.2,"5,535,431   ",64.3,"248,996   ",4.3
